code,icao,name,latitude,longitude,elevation,url,time_zone,city_code,country,city,state,county,type,place
DSM,KDSM,Des Moines International Airport,41.534256,-93.65927182,941,http://www.dsmairport.com/,America/Chicago,DSM,US,Norwalk,Iowa,Warren County,AP,Norwalk
DSN,ZBDS,Ordos Ejin Horo Airport,39.85,110.03333,4655,,Asia/Shanghai,DSN,CN,Tianjiao,Inner Mongolia,,AP,Tianjiao
DSO,ZKSD,Sondok,39.7462648,127.4721274,29,,Asia/Pyongyang,DSO,KP,Sinsang-ni,Hamgyong-namdo,,AP,Sinsang-ni
DSS,GOBD,Blaise Diagne International Airport,14.6655114,-17.07343117,272,http://www.dakaraeroport.com/,Africa/Dakar,DKR,SN,Pout,Thies,,AP,Pout
DST,,Dubai Seaplane Terminal,25.25971985,55.27162933,0,,Asia/Dubai,DST,AE,,,,AP,Dubai Seaplane Terminal
DSV,KDSV,Dansville,42.5670515,-77.7157342,610,http://dansville.lib.ny.us/govern/airport.html,America/New_York,DSV,US,Dansville,New York,Livingston County,AP,Dansville
DSX,RCLM,Dongsha Island,20.706188599999997,116.72248378285387,9,,Asia/Taipei,DSX,TW,Hudong,Guangdong,,AP,Hudong
DSY,,Dara Sakor International Airport,10.91482235,103.2252651,75,,Asia/Phnom_Penh,DSY,KH,Koh Kong,,,AP,Koh Kong
DTA,KDTA,Delta,39.38333,-112.5,4737,,America/Denver,DTA,US,Delta,Utah,Millard County,AP,Delta
DTB,WIMN,Sisingamangaraja XII International Airport,2.26118555,98.97717829413855,4708,http://silangit-airport.co.id/,Asia/Jakarta,DTB,ID,Siborong-borong,North Sumatra,,AP,Siborong-borong
DTD,WALJ,Datadawai,0.621316,116.60037,206,,Asia/Makassar,DTD,ID,,,,AP,Datadawai
DTE,RPUD,Naga,14.133333,122.98333,32,,Asia/Manila,DTE,PH,Daet,Bicol,Province of Camarines Norte,AP,Daet
DTH,,Death Valley,36.5,-117,629,,America/Los_Angeles,DTH,US,,,,AP,Death Valley
DTI,SNDT,Diamantina,-18.23369525,-43.6503672,4527,,America/Sao_Paulo,DTI,BR,Diamantina,Minas Gerais,Diamantina,AP,Diamantina
DTL,KDTL,Municipal,46.82639,-95.88611,1374,http://www.detroitlakesaviation.com/index.php?mod=homepage&Page=1,America/Chicago,DTL,US,Detroit Lakes,Minnesota,Becker County,AP,Detroit Lakes
DTM,EDLW,Dortmund Airport,51.51690725,7.609717871665552,410,,Europe/Berlin,DTM,DE,Holzwickede,North Rhine-Westphalia,Regierungsbezirk Arnsberg,AP,Holzwickede
DTN,KDTN,Shreveport Downtown,32.54041615,-93.74500728,187,http://www.shreveportla.gov/airport/dtnairport.htm,America/Chicago,SHV,US,,,,AP,Shreveport Downtown
DTR,WN07,Decatur Island,48.5034859,-122.813495,39,,America/Los_Angeles,DTR,US,,,,AP,Decatur Island
DTU,ZYDU,Wudalianchi Dedu Airport,48.442918399999996,126.13780921753956,941,,Asia/Shanghai,DTU,CN,Baoquan,Heilongjiang Sheng,,AP,Baoquan
DTW,KDTW,Detroit Metropolitan Wayne County Airport,42.205699100000004,-83.35297538,636,http://www.metroairport.com/,America/Detroit,DTT,US,Romulus,Michigan,Wayne County,AP,Romulus
DUA,KDUA,Eaker,33.983334,-96.416664,682,,America/Chicago,DUA,US,Durant,Oklahoma,Bryan County,AP,Durant
DUB,EIDW,Dublin Airport,53.4288026,-6.247592522,246,http://www.dublinairport.com/,Europe/Dublin,DUB,IE,Beaumont,Leinster,,AP,Beaumont
DUC,KDUC,Halliburton Field,34.4720262,-97.960035,1099,,America/Chicago,DUC,US,Duncan,Oklahoma,Stephens County,AP,Duncan
DUD,NZDN,Dunedin International Airport,-45.9277448,170.20045427891455,32,http://www.dnairport.co.nz/,Pacific/Auckland,DUD,NZ,Milton,Otago,Clutha District,AP,Otago
DUE,FNDU,Dundo,-7.4036255,20.81559179063664,2460,,Africa/Luanda,DUE,AO,,,,AP,Dundo
DUF,7NC2,Pine Island Airport,36.25833,-75.78889,26,,America/New_York,DUF,US,Southern Shores,North Carolina,Dare County,AP,Southern Shores
DUG,KDUG,Bisbee-Douglas International,31.46388645,-109.6048261,4091,http://www.azdot.gov/mpd/airport_development/airports/airports_list.asp?FAA=DUG,America/Phoenix,DUG,US,Pirtleville,Arizona,Cochise County,AP,Pirtleville
DUJ,KDUJ,Du Bois-Jefferson County,41.178333,-78.89889,1784,,America/New_York,DUJ,US,Reynoldsville,Pennsylvania,Jefferson County,AP,Reynoldsville
DUK,FADK,Dukuduk,-28.366667,32.234165,291,,Africa/Johannesburg,DUK,ZA,Mtubatuba,KwaZulu-Natal,uMkhanyakude District Municipality,AP,Mtubatuba
DUM,WIBD,Pinang Kampai,1.60899315,101.43332717293623,72,,Asia/Jakarta,DUM,ID,Bagan Besar,Riau,,AP,Bagan Besar
DUN,,Dundas,76.577225,-68.77556,0,,America/Godthab,DUN,GL,,,,AP,Dundas
DUQ,CAM3,Duncan/Quam,48.783333,-123.7,26,,America/Vancouver,DUQ,CA,Duncan,British Columbia,,AP,Duncan
DUR,FALE,King Shaka International Airport,-29.6099422,31.11688170804795,246,,Africa/Johannesburg,DUR,ZA,Ballitoville,KwaZulu-Natal,iLembe District Municipality,AP,Ballitoville
DUS,EDDL,Dusseldorf International Airport,51.2869035,6.761736665024513,108,http://www.dus.com/dus_en/,Europe/Berlin,DUS,DE,,,,AP,Dusseldorf International Airport
DUT,PADU,Unalaska Airport,53.8966037,-166.5415409,16,,America/Nome,DUT,US,,,,AP,Unalaska Airport
DVD,,Andavadoaka,-22.078333,43.259167,42,,Indian/Antananarivo,DVD,MG,,,,AP,Andavadoaka
DVK,CDK2,Diavik,64.5113983,-110.289001,1387,,America/Yellowknife,DVK,CA,,,,AP,Diavik
DVL,KDVL,Devils Lake Airport,48.1138202,-98.9072037,1361,http://www.devilslakeairport.com/,America/Chicago,DVL,US,Devils Lake,North Dakota,Ramsey County,AP,Devils Lake
DVN,KDVN,Davenport,41.60892285,-90.58936778,734,http://www.cityofdavenportiowa.com/department/?fDD=47-0,America/Chicago,DVN,US,Eldridge,Iowa,Scott County,AP,Eldridge
DVO,RPMD,Francisco Bangoy Intl Airport,7.124879699999999,125.64345755531545,72,,Asia/Manila,DVO,PH,Babak,Davao,Province of Davao del Norte,AP,Babak
DVP,YDPD,Davenport Downs,-24.1499996,141.1080017,305,,Australia/Brisbane,DVP,AU,,,,AP,Davenport Downs
DVR,YDMN,Daly River,-13.75071,130.69527136143924,72,,Australia/Darwin,DVR,AU,,,,AP,Daly River
DVT,KDVT,Phoenix Deer Valley Airport,33.68916925,-112.0798043,1450,http://deervalleyairport.com/,America/Phoenix,PHX,US,Glendale,Arizona,Maricopa County,AP,Glendale
DWA,FWDW,Dwangwa,-13,34.13333,2014,,Africa/Blantyre,DWA,MW,Nkhotakota,Central Region,Nkhotakota District,AP,Nkhotakota
DWB,FMNO,Soalala,-16.101381,45.3581714,111,,Indian/Antananarivo,DWB,MG,Sitampiky,Boeny,,AP,Sitampiky
DWC,OMDW,Dubai World Central - Al Maktoum International Airport,24.918056,55.175278,104,,Asia/Dubai,DXB,AE,,,,AP,Dubai World Central - Al Maktoum International Airport
DWD,OEDM,Dawadmi Airport,24.4500793,44.12581917,3061,,Asia/Riyadh,DWD,SA,Ad Dawadimi,Ar Riyad,,AP,Ad Dawadimi
DWF,,Wright AFB,39.666668,-84.183334,879,,America/New_York,DAY,US,Kettering,Ohio,Montgomery County,AP,Kettering
DWH,KDWH,David Wayne Hooks,29.75,-95.416664,78,http://www.hooksairport.com/,America/Chicago,HOU,US,,,,AP,David Wayne Hooks
DWN,,Downtown Airpark,35.45,-97.53333,1210,,America/Chicago,OKC,US,,,,AP,Downtown Airpark
DWO,,Diyawanna Oya Seaplane Base,6.904439,79.9093208,42,,Asia/Colombo,DWO,LK,Battaramulla South,Western,,AP,Battaramulla South
DWR,,Dwyer Air Base,31,64,2385,http://militarybases.com/overseas/afghanistan/camp-dwyer/,Asia/Kabul,DWR,AF,Markaz-e Hukumat-e Darweshan,Helmand,,AP,Markaz-e Hukumat-e Darweshan
DWS,,Walt Disney World,28.4020746,-81.5722231,65,,America/New_York,ORL,US,Celebration,Florida,Osceola County,AP,Celebration
DXB,OMDB,Dubai Airport,25.248665,55.352917,39,http://www.dubaiairport.com/dia/english/home/,Asia/Dubai,DXB,AE,,,,AP,Dubai Airport
DXD,YDIX,Dixie,-15.166667,143.66667,574,,Australia/Brisbane,DXD,AU,,,,AP,Dixie
DXE,KMBO,Bruce Campbell Field,32.4392835,-90.10313414,246,http://www.madisonthecity.com/airport,America/Chicago,DXE,US,Madison,Mississippi,Madison County,AP,Madison
DXJ,ZGXX,Xiangxi Biancheng Airport,28.4972,109.5218,2299,,Asia/Shanghai,DXJ,CN,,,Hunan,AP,Xiangxi Biancheng Airport
DXR,KDXR,Danbury Municipal Airport,41.3721531,-73.48139627,433,,America/New_York,DXR,US,Danbury,Connecticut,Fairfield County,AP,Danbury
DYA,YDYS,Dysart,-23.5,148,672,,Australia/Brisbane,DYA,AU,,,,AP,Dysart
DYG,ZGDY,Zhangjiajie Hehua Airport,29.103868499999997,110.44472066563625,679,,Asia/Shanghai,DYG,CN,,,,AP,Zhangjiajie Hehua Airport
DYL,KDYL,Doylestown,40.3332001,-75.1227001,400,http://www.doylestownairport.com/,America/New_York,DYL,US,Doylestown,Pennsylvania,Bucks County,AP,Doylestown
DYM,,Diamantina Lakes,-26.75,139.16667,68,,Australia/Brisbane,DYM,AU,,,,AP,Diamantina Lakes
DYR,UHMA,Anadyr Airport,64.73627164999999,177.7358336928592,121,,Asia/Anadyr,DYR,RU,Anadyr,Chukotskiy Avtonomnyy Okrug,,AP,Anadyr
